,teamname,bcs,team,opponent,line,overunder,ownscore,opponentscore,vseteamname,date,day,month,year,season,realspread,win,tie,week
17070,New Mexico State,0.0,74,143,3.5,58.0,18,35,"New Mexico State University (Las Cruces, NM) ",2003-10-11,11.0,10.0,2003.0,2003,-17.0,0.0,0.0,6
17071,New Mexico State,0.0,74,38,-7.0,55.0,24,26,"New Mexico State University (Las Cruces, NM) ",2003-10-16,16.0,10.0,2003.0,2003,-2.0,0.0,0.0,7
17068,New Mexico State,0.0,74,137,-6.5,,21,14,"New Mexico State University (Las Cruces, NM) ",2003-10-25,25.0,10.0,2003.0,2003,7.0,1.0,0.0,8
17072,New Mexico State,0.0,74,75,-15.5,,24,28,"New Mexico State University (Las Cruces, NM) ",2003-11-01,1.0,11.0,2003.0,2003,-4.0,0.0,0.0,9
17067,New Mexico State,0.0,74,100,2.5,55.0,26,21,"New Mexico State University (Las Cruces, NM) ",2003-11-06,6.0,11.0,2003.0,2003,5.0,1.0,0.0,10
17065,New Mexico State,0.0,74,126,29.0,,20,48,"New Mexico State University (Las Cruces, NM) ",2003-11-15,15.0,11.0,2003.0,2003,-28.0,0.0,0.0,11
17074,New Mexico State,0.0,74,99,8.0,52.5,10,13,"New Mexico State University (Las Cruces, NM) ",2003-11-25,25.0,11.0,2003.0,2003,-3.0,0.0,0.0,12
17085,New Mexico State,0.0,74,126,20.5,,13,63,"New Mexico State University (Las Cruces, NM) ",2004-09-04,4.0,9.0,2004.0,2004,-50.0,0.0,0.0,1
17084,New Mexico State,0.0,74,44,34.5,,14,41,"New Mexico State University (Las Cruces, NM) ",2004-09-11,11.0,9.0,2004.0,2004,-27.0,0.0,0.0,2
17082,New Mexico State,0.0,74,196,10.0,,22,18,"New Mexico State University (Las Cruces, NM) ",2004-09-18,18.0,9.0,2004.0,2004,4.0,1.0,0.0,3
17080,New Mexico State,0.0,74,63,7.0,45.0,3,38,"New Mexico State University (Las Cruces, NM) ",2004-09-25,25.0,9.0,2004.0,2004,-35.0,0.0,0.0,4
17087,New Mexico State,0.0,74,41,7.5,50.0,0,45,"New Mexico State University (Las Cruces, NM) ",2004-10-02,2.0,10.0,2004.0,2004,-45.0,0.0,0.0,5
17086,New Mexico State,0.0,74,38,2.5,48.0,35,32,"New Mexico State University (Las Cruces, NM) ",2004-10-09,9.0,10.0,2004.0,2004,3.0,1.0,0.0,6
17079,New Mexico State,0.0,74,99,8.5,51.5,26,36,"New Mexico State University (Las Cruces, NM) ",2004-10-23,23.0,10.0,2004.0,2004,-10.0,0.0,0.0,7
17078,New Mexico State,0.0,74,Florida International,-10.0,53.5,56,31,"New Mexico State University (Las Cruces, NM) ",2004-10-30,30.0,10.0,2004.0,2004,25.0,1.0,0.0,8
17077,New Mexico State,0.0,74,143,2.5,54.5,44,10,"New Mexico State University (Las Cruces, NM) ",2004-11-06,6.0,11.0,2004.0,2004,34.0,1.0,0.0,9
17081,New Mexico State,0.0,74,Florida Atlantic,6.5,48.5,35,7,"New Mexico State University (Las Cruces, NM) ",2004-11-13,13.0,11.0,2004.0,2004,28.0,1.0,0.0,10
17083,New Mexico State,0.0,74,100,-6.0,49.5,25,34,"New Mexico State University (Las Cruces, NM) ",2004-11-20,20.0,11.0,2004.0,2004,-9.0,0.0,0.0,11
17096,New Mexico State,0.0,74,41,8.5,59.0,17,34,"New Mexico State University (Las Cruces, NM) ",2005-09-03,3.0,9.0,2005.0,2005,-17.0,0.0,0.0,1
17095,New Mexico State,0.0,74,90,23.5,54.5,0,39,"New Mexico State University (Las Cruces, NM) ",2005-09-10,10.0,9.0,2005.0,2005,-39.0,0.0,0.0,2
17090,New Mexico State,0.0,74,63,22.5,51.5,21,38,"New Mexico State University (Las Cruces, NM) ",2005-09-17,17.0,9.0,2005.0,2005,-17.0,0.0,0.0,3
17092,New Mexico State,0.0,74,44,29.0,57.5,13,41,"New Mexico State University (Las Cruces, NM) ",2005-09-23,23.0,9.0,2005.0,2005,-28.0,0.0,0.0,4
17093,New Mexico State,0.0,74,57,11.5,51.0,14,34,"New Mexico State University (Las Cruces, NM) ",2005-10-01,1.0,10.0,2005.0,2005,-20.0,0.0,0.0,5
17089,New Mexico State,0.0,74,109,28.0,57.0,7,37,"New Mexico State University (Las Cruces, NM) ",2005-10-08,8.0,10.0,2005.0,2005,-30.0,0.0,0.0,6
17099,New Mexico State,0.0,74,50,18.0,60.5,28,49,"New Mexico State University (Las Cruces, NM) ",2005-10-15,15.0,10.0,2005.0,2005,-21.0,0.0,0.0,7
17094,New Mexico State,0.0,74,80,-7.5,52.0,37,38,"New Mexico State University (Las Cruces, NM) ",2005-10-29,29.0,10.0,2005.0,2005,-1.0,0.0,0.0,8
17098,New Mexico State,0.0,74,92,32.0,64.0,6,56,"New Mexico State University (Las Cruces, NM) ",2005-11-05,5.0,11.0,2005.0,2005,-50.0,0.0,0.0,9
17088,New Mexico State,0.0,74,135,9.0,59.0,24,48,"New Mexico State University (Las Cruces, NM) ",2005-11-12,12.0,11.0,2005.0,2005,-24.0,0.0,0.0,10
17091,New Mexico State,0.0,74,43,7.5,58.5,10,27,"New Mexico State University (Las Cruces, NM) ",2005-11-19,19.0,11.0,2005.0,2005,-17.0,0.0,0.0,11
17097,New Mexico State,0.0,74,100,2.5,53.5,21,24,"New Mexico State University (Las Cruces, NM) ",2005-11-26,26.0,11.0,2005.0,2005,-3.0,0.0,0.0,12
17107,New Mexico State,0.0,74,63,6.0,48.5,28,34,"New Mexico State University (Las Cruces, NM) ",2006-09-09,9.0,9.0,2006.0,2006,-6.0,0.0,0.0,2
17105,New Mexico State,0.0,74,41,17.0,59.0,38,44,"New Mexico State University (Las Cruces, NM) ",2006-09-30,30.0,9.0,2006.0,2006,-6.0,0.0,0.0,4
17100,New Mexico State,0.0,74,80,1.5,60.0,20,28,"New Mexico State University (Las Cruces, NM) ",2006-10-07,7.0,10.0,2006.0,2006,-8.0,0.0,0.0,5
17111,New Mexico State,0.0,74,92,27.5,63.0,28,40,"New Mexico State University (Las Cruces, NM) ",2006-10-15,15.0,10.0,2006.0,2006,-12.0,0.0,0.0,6
17109,New Mexico State,0.0,74,50,19.0,71.0,30,49,"New Mexico State University (Las Cruces, NM) ",2006-10-21,21.0,10.0,2006.0,2006,-19.0,0.0,0.0,7
17102,New Mexico State,0.0,74,135,18.0,64.0,21,48,"New Mexico State University (Las Cruces, NM) ",2006-10-28,28.0,10.0,2006.0,2006,-27.0,0.0,0.0,8
17101,New Mexico State,0.0,74,43,5.5,62.0,21,31,"New Mexico State University (Las Cruces, NM) ",2006-11-04,4.0,11.0,2006.0,2006,-10.0,0.0,0.0,9
17106,New Mexico State,0.0,74,109,14.0,58.5,18,23,"New Mexico State University (Las Cruces, NM) ",2006-11-11,11.0,11.0,2006.0,2006,-5.0,0.0,0.0,10
17103,New Mexico State,0.0,74,100,-6.0,55.5,42,20,"New Mexico State University (Las Cruces, NM) ",2006-11-25,25.0,11.0,2006.0,2006,22.0,1.0,0.0,11
17121,New Mexico State,0.0,74,63,7.0,53.5,34,44,"New Mexico State University (Las Cruces, NM) ",2007-09-08,8.0,9.0,2007.0,2007,-10.0,0.0,0.0,2
17118,New Mexico State,0.0,74,41,-4.5,64.5,29,24,"New Mexico State University (Las Cruces, NM) ",2007-09-15,15.0,9.0,2007.0,2007,5.0,1.0,0.0,3
17119,New Mexico State,0.0,74,84,16.0,55.0,20,55,"New Mexico State University (Las Cruces, NM) ",2007-09-22,22.0,9.0,2007.0,2007,-35.0,0.0,0.0,4
17124,New Mexico State,0.0,74,92,25.0,62.5,0,58,"New Mexico State University (Las Cruces, NM) ",2007-10-07,7.0,10.0,2007.0,2007,-58.0,0.0,0.0,6
17115,New Mexico State,0.0,74,57,7.5,50.0,21,22,"New Mexico State University (Las Cruces, NM) ",2007-10-13,13.0,10.0,2007.0,2007,-1.0,0.0,0.0,7
17113,New Mexico State,0.0,74,80,-7.5,58.0,45,31,"New Mexico State University (Las Cruces, NM) ",2007-10-20,20.0,10.0,2007.0,2007,14.0,1.0,0.0,8
17117,New Mexico State,0.0,74,50,30.5,80.5,13,50,"New Mexico State University (Las Cruces, NM) ",2007-10-27,27.0,10.0,2007.0,2007,-37.0,0.0,0.0,9
17112,New Mexico State,0.0,74,135,6.5,69.5,38,40,"New Mexico State University (Las Cruces, NM) ",2007-11-02,2.0,11.0,2007.0,2007,-2.0,0.0,0.0,10
17122,New Mexico State,0.0,74,43,4.0,57.5,17,51,"New Mexico State University (Las Cruces, NM) ",2007-11-10,10.0,11.0,2007.0,2007,-34.0,0.0,0.0,11
17114,New Mexico State,0.0,74,100,-7.0,62.5,17,35,"New Mexico State University (Las Cruces, NM) ",2007-11-17,17.0,11.0,2007.0,2007,-18.0,0.0,0.0,12
17131,New Mexico State,0.0,74,55,26.0,66.5,7,38,"New Mexico State University (Las Cruces, NM) ",2008-09-13,13.0,9.0,2008.0,2008,-31.0,0.0,0.0,1
17127,New Mexico State,0.0,74,41,7.0,63.0,34,33,"New Mexico State University (Las Cruces, NM) ",2008-09-20,20.0,9.0,2008.0,2008,1.0,1.0,0.0,2
17126,New Mexico State,0.0,74,63,3.0,54.0,24,35,"New Mexico State University (Las Cruces, NM) ",2008-09-27,27.0,9.0,2008.0,2008,-11.0,0.0,0.0,3
17132,New Mexico State,0.0,74,135,19.5,66.5,48,45,"New Mexico State University (Las Cruces, NM) ",2008-10-11,11.0,10.0,2008.0,2008,3.0,1.0,0.0,5
17129,New Mexico State,0.0,74,43,1.0,51.5,14,31,"New Mexico State University (Las Cruces, NM) ",2008-10-18,18.0,10.0,2008.0,2008,-17.0,0.0,0.0,6
17134,New Mexico State,0.0,74,80,-12.5,63.5,14,20,"New Mexico State University (Las Cruces, NM) ",2008-10-25,25.0,10.0,2008.0,2008,-6.0,0.0,0.0,7
17130,New Mexico State,0.0,74,92,21.0,56.5,0,49,"New Mexico State University (Las Cruces, NM) ",2008-11-01,1.0,11.0,2008.0,2008,-49.0,0.0,0.0,8
17128,New Mexico State,0.0,74,50,3.5,52.5,30,42,"New Mexico State University (Las Cruces, NM) ",2008-11-08,8.0,11.0,2008.0,2008,-12.0,0.0,0.0,9
17125,New Mexico State,0.0,74,109,17.0,64.0,17,24,"New Mexico State University (Las Cruces, NM) ",2008-11-15,15.0,11.0,2008.0,2008,-7.0,0.0,0.0,10
17135,New Mexico State,0.0,74,57,7.0,53.5,31,35,"New Mexico State University (Las Cruces, NM) ",2008-11-22,22.0,11.0,2008.0,2008,-4.0,0.0,0.0,11
17133,New Mexico State,0.0,74,100,6.0,57.5,2,47,"New Mexico State University (Las Cruces, NM) ",2008-11-29,29.0,11.0,2008.0,2008,-45.0,0.0,0.0,12
17148,New Mexico State,0.0,74,80,-2.5,50.0,6,21,"New Mexico State University (Las Cruces, NM) ",2009-09-05,5.0,9.0,2009.0,2009,-15.0,0.0,0.0,1
17138,New Mexico State,0.0,74,Prairie View,-17.0,43.5,21,18,"New Mexico State University (Las Cruces, NM) ",2009-09-12,12.0,9.0,2009.0,2009,3.0,1.0,0.0,2
17149,New Mexico State,0.0,74,41,14.0,47.5,12,38,"New Mexico State University (Las Cruces, NM) ",2009-09-19,19.0,9.0,2009.0,2009,-26.0,0.0,0.0,3
17144,New Mexico State,0.0,74,63,11.5,44.0,20,17,"New Mexico State University (Las Cruces, NM) ",2009-09-26,26.0,9.0,2009.0,2009,3.0,1.0,0.0,4
17142,New Mexico State,0.0,74,132,17.5,46.0,17,34,"New Mexico State University (Las Cruces, NM) ",2009-10-03,3.0,10.0,2009.0,2009,-17.0,0.0,0.0,5
17141,New Mexico State,0.0,74,100,10.5,49.5,20,17,"New Mexico State University (Las Cruces, NM) ",2009-10-10,10.0,10.0,2009.0,2009,3.0,1.0,0.0,6
17147,New Mexico State,0.0,74,57,20.5,41.5,7,45,"New Mexico State University (Las Cruces, NM) ",2009-10-17,17.0,10.0,2009.0,2009,-38.0,0.0,0.0,7
17140,New Mexico State,0.0,74,109,23.5,51.5,3,34,"New Mexico State University (Las Cruces, NM) ",2009-10-24,24.0,10.0,2009.0,2009,-31.0,0.0,0.0,8
17145,New Mexico State,0.0,74,105,44.0,48.5,0,45,"New Mexico State University (Las Cruces, NM) ",2009-10-31,31.0,10.0,2009.0,2009,-45.0,0.0,0.0,9
17143,New Mexico State,0.0,74,50,19.0,54.0,6,24,"New Mexico State University (Las Cruces, NM) ",2009-11-14,14.0,11.0,2009.0,2009,-18.0,0.0,0.0,10
17146,New Mexico State,0.0,74,135,30.5,59.5,20,63,"New Mexico State University (Las Cruces, NM) ",2009-11-21,21.0,11.0,2009.0,2009,-43.0,0.0,0.0,11
17139,New Mexico State,0.0,74,43,11.0,42.0,10,13,"New Mexico State University (Las Cruces, NM) ",2009-11-28,28.0,11.0,2009.0,2009,-3.0,0.0,0.0,12
17158,North Carolina,1.0,65,66,-3.5,,21,19,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1985-09-07,7.0,9.0,1985.0,1985,2.0,1.0,0.0,1
17156,North Carolina,1.0,65,116,6.5,,13,23,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1985-09-14,14.0,9.0,1985.0,1985,-10.0,0.0,0.0,2
17153,North Carolina,1.0,65,125,4.5,,0,31,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1985-10-05,5.0,10.0,1985.0,1985,-31.0,0.0,0.0,3
17152,North Carolina,1.0,65,138,-4.5,,34,14,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1985-10-12,12.0,10.0,1985.0,1985,20.0,1.0,0.0,4
17159,North Carolina,1.0,65,79,-7.5,,21,14,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1985-10-19,19.0,10.0,1985.0,1985,7.0,1.0,0.0,5
17155,North Carolina,1.0,65,47,9.5,,10,20,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1985-10-26,26.0,10.0,1985.0,1985,-10.0,0.0,0.0,6
17151,North Carolina,1.0,65,60,13.0,,10,28,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1985-11-02,2.0,11.0,1985.0,1985,-18.0,0.0,0.0,7
17157,North Carolina,1.0,65,128,2.5,,21,20,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1985-11-09,9.0,11.0,1985.0,1985,1.0,1.0,0.0,8
17154,North Carolina,1.0,65,134,5.0,,22,24,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1985-11-16,16.0,11.0,1985.0,1985,-2.0,0.0,0.0,9
17150,North Carolina,1.0,65,95,-12.5,,21,23,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1985-11-23,23.0,11.0,1985.0,1985,-2.0,0.0,0.0,10
17160,North Carolina,1.0,65,49,-7.0,,20,0,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1986-09-13,13.0,9.0,1986.0,1986,20.0,1.0,0.0,1
17163,North Carolina,1.0,65,47,9.5,43.5,10,10,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1986-09-20,20.0,9.0,1986.0,1986,0.0,0.0,1.0,2
17166,North Carolina,1.0,65,125,-10.0,,21,20,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1986-10-04,4.0,10.0,1986.0,1986,1.0,1.0,0.0,3
17161,North Carolina,1.0,65,138,-5.0,,40,30,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1986-10-11,11.0,10.0,1986.0,1986,10.0,1.0,0.0,4
17168,North Carolina,1.0,65,79,-11.5,,34,35,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1986-10-18,18.0,10.0,1986.0,1986,-1.0,0.0,0.0,5
17164,North Carolina,1.0,65,116,9.0,,3,30,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1986-10-25,25.0,10.0,1986.0,1986,-27.0,0.0,0.0,6
17170,North Carolina,1.0,65,60,-4.0,,32,30,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1986-11-01,1.0,11.0,1986.0,1986,2.0,1.0,0.0,7
17167,North Carolina,1.0,65,128,7.0,,10,38,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1986-11-08,8.0,11.0,1986.0,1986,-28.0,0.0,0.0,8
17165,North Carolina,1.0,65,134,-9.5,,27,7,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1986-11-15,15.0,11.0,1986.0,1986,20.0,1.0,0.0,9
17162,North Carolina,1.0,65,95,-8.0,,42,35,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1986-11-22,22.0,11.0,1986.0,1986,7.0,1.0,0.0,10
17175,North Carolina,1.0,65,72,-6.5,,34,14,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1987-09-05,5.0,9.0,1987.0,1987,20.0,1.0,0.0,1
17179,North Carolina,1.0,65,139,25.5,,0,28,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1987-09-12,12.0,9.0,1987.0,1987,-28.0,0.0,0.0,2
17176,North Carolina,1.0,65,125,2.0,,30,23,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1987-09-19,19.0,9.0,1987.0,1987,7.0,1.0,0.0,3
17178,North Carolina,1.0,65,66,-25.5,,45,14,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1987-09-26,26.0,9.0,1987.0,1987,31.0,1.0,0.0,4
17171,North Carolina,1.0,65,84,7.5,,10,20,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1987-10-03,3.0,10.0,1987.0,1987,-10.0,0.0,0.0,5
17181,North Carolina,1.0,65,138,-12.0,,14,22,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1987-10-10,10.0,10.0,1987.0,1987,-8.0,0.0,0.0,6
17177,North Carolina,1.0,65,79,-4.5,,17,14,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1987-10-17,17.0,10.0,1987.0,1987,3.0,1.0,0.0,7
17172,North Carolina,1.0,65,60,-2.5,,27,14,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1987-10-31,31.0,10.0,1987.0,1987,13.0,1.0,0.0,8
17180,North Carolina,1.0,65,128,2.5,39.0,10,13,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1987-11-07,7.0,11.0,1987.0,1987,-3.0,0.0,0.0,9
17173,North Carolina,1.0,65,134,-3.5,,17,20,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1987-11-14,14.0,11.0,1987.0,1987,-3.0,0.0,0.0,10
17174,North Carolina,1.0,65,95,-7.5,,10,25,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1987-11-21,21.0,11.0,1987.0,1987,-15.0,0.0,0.0,11
17183,North Carolina,1.0,65,139,23.5,,0,28,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1988-09-10,10.0,9.0,1988.0,1988,-28.0,0.0,0.0,1
17191,North Carolina,1.0,65,61,-14.0,,34,38,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1988-09-24,24.0,9.0,1988.0,1988,-4.0,0.0,0.0,2
17190,North Carolina,1.0,65,84,24.0,,21,47,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1988-10-01,1.0,10.0,1988.0,1988,-26.0,0.0,0.0,3
17186,North Carolina,1.0,65,138,6.0,,24,42,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1988-10-08,8.0,10.0,1988.0,1988,-18.0,0.0,0.0,4
17185,North Carolina,1.0,65,79,4.5,40.5,3,48,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1988-10-15,15.0,10.0,1988.0,1988,-45.0,0.0,0.0,5
17187,North Carolina,1.0,65,125,6.0,,20,17,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1988-10-22,22.0,10.0,1988.0,1988,3.0,1.0,0.0,6
17188,North Carolina,1.0,65,60,5.0,,38,41,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1988-10-29,29.0,10.0,1988.0,1988,-3.0,0.0,0.0,7
17182,North Carolina,1.0,65,128,23.0,,14,37,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1988-11-05,5.0,11.0,1988.0,1988,-23.0,0.0,0.0,8
17184,North Carolina,1.0,65,134,6.5,,24,27,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1988-11-12,12.0,11.0,1988.0,1988,-3.0,0.0,0.0,9
17189,North Carolina,1.0,65,95,8.5,52.5,29,35,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1988-11-19,19.0,11.0,1988.0,1988,-6.0,0.0,0.0,10
17193,North Carolina,1.0,65,122,10.0,,6,13,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1989-09-16,16.0,9.0,1989.0,1989,-7.0,0.0,0.0,1
17196,North Carolina,1.0,65,79,10.0,,6,40,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1989-09-23,23.0,9.0,1989.0,1989,-34.0,0.0,0.0,2
17198,North Carolina,1.0,65,66,-8.0,,7,12,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1989-09-30,30.0,9.0,1989.0,1989,-5.0,0.0,0.0,3
17200,North Carolina,1.0,65,138,1.0,,16,17,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1989-10-07,7.0,10.0,1989.0,1989,-1.0,0.0,0.0,4
17199,North Carolina,1.0,65,134,16.0,,17,50,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1989-10-14,14.0,10.0,1989.0,1989,-33.0,0.0,0.0,5
17197,North Carolina,1.0,65,125,14.0,,14,17,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1989-10-21,21.0,10.0,1989.0,1989,-3.0,0.0,0.0,6
17195,North Carolina,1.0,65,60,12.0,44.0,0,38,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1989-10-28,28.0,10.0,1989.0,1989,-38.0,0.0,0.0,7
17194,North Carolina,1.0,65,128,24.0,,3,35,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1989-11-04,4.0,11.0,1989.0,1989,-32.0,0.0,0.0,8
17192,North Carolina,1.0,65,95,16.0,,0,41,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1989-11-18,18.0,11.0,1989.0,1989,-41.0,0.0,0.0,9
17202,North Carolina,1.0,65,121,-14.0,,34,0,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1990-09-01,1.0,9.0,1990.0,1990,34.0,1.0,0.0,1
17210,North Carolina,1.0,65,144,-14.0,,48,21,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1990-09-15,15.0,9.0,1990.0,1990,27.0,1.0,0.0,2
17207,North Carolina,1.0,65,122,-2.5,,16,13,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1990-09-22,22.0,9.0,1990.0,1990,3.0,1.0,0.0,3
17205,North Carolina,1.0,65,79,7.5,,9,12,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1990-09-29,29.0,9.0,1990.0,1990,-3.0,0.0,0.0,4
17201,North Carolina,1.0,65,138,5.5,,31,24,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1990-10-06,6.0,10.0,1990.0,1990,7.0,1.0,0.0,5
17206,North Carolina,1.0,65,125,13.5,,13,13,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1990-10-20,20.0,10.0,1990.0,1990,0.0,0.0,1.0,6
17208,North Carolina,1.0,65,60,3.5,,34,10,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1990-10-27,27.0,10.0,1990.0,1990,24.0,1.0,0.0,7
17209,North Carolina,1.0,65,128,17.5,,3,20,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1990-11-03,3.0,11.0,1990.0,1990,-17.0,0.0,0.0,8
17204,North Carolina,1.0,65,134,18.5,,10,24,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1990-11-10,10.0,11.0,1990.0,1990,-14.0,0.0,0.0,9
17203,North Carolina,1.0,65,95,1.0,,24,22,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1990-11-17,17.0,11.0,1990.0,1990,2.0,1.0,0.0,10
17213,North Carolina,1.0,65,46,-31.5,,51,16,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1991-09-14,14.0,9.0,1991.0,1991,35.0,1.0,0.0,1
17211,North Carolina,1.0,65,127,-10.5,,20,12,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1991-09-21,21.0,9.0,1991.0,1991,8.0,1.0,0.0,2
17216,North Carolina,1.0,65,79,8.0,,7,24,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1991-09-28,28.0,9.0,1991.0,1991,-17.0,0.0,0.0,3
17215,North Carolina,1.0,65,138,-20.0,,24,10,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1991-10-12,12.0,10.0,1991.0,1991,14.0,1.0,0.0,4
17219,North Carolina,1.0,65,134,8.0,,9,14,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1991-10-19,19.0,10.0,1991.0,1991,-5.0,0.0,0.0,5
17218,North Carolina,1.0,65,125,10.5,,14,35,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1991-10-26,26.0,10.0,1991.0,1991,-21.0,0.0,0.0,6
17217,North Carolina,1.0,65,60,-8.0,,24,0,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1991-11-02,2.0,11.0,1991.0,1991,24.0,1.0,0.0,7
17214,North Carolina,1.0,65,128,6.5,32.0,6,21,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1991-11-09,9.0,11.0,1991.0,1991,-15.0,0.0,0.0,8
17212,North Carolina,1.0,65,95,-7.0,,47,14,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1991-11-23,23.0,11.0,1991.0,1991,33.0,1.0,0.0,9
17228,North Carolina,1.0,65,138,-9.0,,35,17,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1992-09-05,5.0,9.0,1992.0,1992,18.0,1.0,0.0,1
17225,North Carolina,1.0,65,127,-21.0,,22,9,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1992-09-19,19.0,9.0,1992.0,1992,13.0,1.0,0.0,2
17221,North Carolina,1.0,65,79,-2.0,,20,27,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1992-09-26,26.0,9.0,1992.0,1992,-7.0,0.0,0.0,3
17220,North Carolina,1.0,65,66,-31.0,,28,14,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1992-10-03,3.0,10.0,1992.0,1992,14.0,1.0,0.0,4
17222,North Carolina,1.0,65,47,19.0,,13,36,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1992-10-10,10.0,10.0,1992.0,1992,-23.0,0.0,0.0,5
17229,North Carolina,1.0,65,134,6.5,,27,7,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1992-10-17,17.0,10.0,1992.0,1992,20.0,1.0,0.0,6
17230,North Carolina,1.0,65,125,-3.5,,26,14,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1992-10-24,24.0,10.0,1992.0,1992,12.0,1.0,0.0,7
17226,North Carolina,1.0,65,60,-4.0,,31,24,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1992-10-31,31.0,10.0,1992.0,1992,7.0,1.0,0.0,8
17223,North Carolina,1.0,65,128,3.0,,7,40,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1992-11-07,7.0,11.0,1992.0,1992,-33.0,0.0,0.0,9
