,teamname,bcs,team,opponent,line,overunder,ownscore,opponentscore,vseteamname,date,day,month,year,season,realspread,win,tie,week
25794,Texas El Paso,0.0,41,33,21.0,,16,47,"Univ. of Texas at El Paso (El Paso, TX) ",1993-11-27,27.0,11.0,1993.0,1993,-31.0,0.0,0.0,12
25812,Texas El Paso,0.0,41,87,14.5,,13,36,"Univ. of Texas at El Paso (El Paso, TX) ",1994-09-03,3.0,9.0,1994.0,1994,-23.0,0.0,0.0,1
25813,Texas El Paso,0.0,41,74,-3.5,,22,23,"Univ. of Texas at El Paso (El Paso, TX) ",1994-09-17,17.0,9.0,1994.0,1994,-1.0,0.0,0.0,2
25805,Texas El Paso,0.0,41,42,7.0,,7,47,"Univ. of Texas at El Paso (El Paso, TX) ",1994-09-24,24.0,9.0,1994.0,1994,-40.0,0.0,0.0,3
25810,Texas El Paso,0.0,41,50,20.0,,34,28,"Univ. of Texas at El Paso (El Paso, TX) ",1994-10-01,1.0,10.0,1994.0,1994,6.0,1.0,0.0,4
25809,Texas El Paso,0.0,41,97,14.0,,24,17,"Univ. of Texas at El Paso (El Paso, TX) ",1994-10-08,8.0,10.0,1994.0,1994,7.0,1.0,0.0,5
25811,Texas El Paso,0.0,41,89,24.0,,9,47,"Univ. of Texas at El Paso (El Paso, TX) ",1994-10-15,15.0,10.0,1994.0,1994,-38.0,0.0,0.0,6
25808,Texas El Paso,0.0,41,33,22.0,,28,34,"Univ. of Texas at El Paso (El Paso, TX) ",1994-10-22,22.0,10.0,1994.0,1994,-6.0,0.0,0.0,7
25806,Texas El Paso,0.0,41,93,28.0,,7,52,"Univ. of Texas at El Paso (El Paso, TX) ",1994-10-29,29.0,10.0,1994.0,1994,-45.0,0.0,0.0,8
25807,Texas El Paso,0.0,41,109,10.0,,30,30,"Univ. of Texas at El Paso (El Paso, TX) ",1994-11-12,12.0,11.0,1994.0,1994,0.0,0.0,1.0,9
25804,Texas El Paso,0.0,41,63,17.0,,21,25,"Univ. of Texas at El Paso (El Paso, TX) ",1994-11-19,19.0,11.0,1994.0,1994,-4.0,0.0,0.0,10
25821,Texas El Paso,0.0,41,74,1.0,,17,45,"Univ. of Texas at El Paso (El Paso, TX) ",1995-09-02,2.0,9.0,1995.0,1995,-28.0,0.0,0.0,1
25815,Texas El Paso,0.0,41,112,25.0,,20,45,"Univ. of Texas at El Paso (El Paso, TX) ",1995-09-09,9.0,9.0,1995.0,1995,-25.0,0.0,0.0,2
25819,Texas El Paso,0.0,41,50,12.0,55.5,21,42,"Univ. of Texas at El Paso (El Paso, TX) ",1995-09-23,23.0,9.0,1995.0,1995,-21.0,0.0,0.0,3
25822,Texas El Paso,0.0,41,93,19.0,51.0,21,34,"Univ. of Texas at El Paso (El Paso, TX) ",1995-09-30,30.0,9.0,1995.0,1995,-13.0,0.0,0.0,4
25816,Texas El Paso,0.0,41,42,25.0,,46,56,"Univ. of Texas at El Paso (El Paso, TX) ",1995-10-07,7.0,10.0,1995.0,1995,-10.0,0.0,0.0,5
25823,Texas El Paso,0.0,41,97,6.0,,28,38,"Univ. of Texas at El Paso (El Paso, TX) ",1995-10-14,14.0,10.0,1995.0,1995,-10.0,0.0,0.0,6
25818,Texas El Paso,0.0,41,132,16.5,,16,45,"Univ. of Texas at El Paso (El Paso, TX) ",1995-10-28,28.0,10.0,1995.0,1995,-29.0,0.0,0.0,7
25820,Texas El Paso,0.0,41,89,25.0,,10,56,"Univ. of Texas at El Paso (El Paso, TX) ",1995-11-04,4.0,11.0,1995.0,1995,-46.0,0.0,0.0,8
25814,Texas El Paso,0.0,41,109,22.0,,14,47,"Univ. of Texas at El Paso (El Paso, TX) ",1995-11-11,11.0,11.0,1995.0,1995,-33.0,0.0,0.0,9
25817,Texas El Paso,0.0,41,63,13.0,,17,12,"Univ. of Texas at El Paso (El Paso, TX) ",1995-11-18,18.0,11.0,1995.0,1995,5.0,1.0,0.0,10
25824,Texas El Paso,0.0,41,87,17.5,,19,42,"Univ. of Texas at El Paso (El Paso, TX) ",1995-11-25,25.0,11.0,1995.0,1995,-23.0,0.0,0.0,11
25834,Texas El Paso,0.0,41,83,27.0,,3,23,"Univ. of Texas at El Paso (El Paso, TX) ",1996-08-31,31.0,8.0,1996.0,1996,-20.0,0.0,0.0,1
25830,Texas El Paso,0.0,41,74,-6.5,,14,7,"Univ. of Texas at El Paso (El Paso, TX) ",1996-09-14,14.0,9.0,1996.0,1996,7.0,1.0,0.0,2
25835,Texas El Paso,0.0,41,43,1.0,,25,26,"Univ. of Texas at El Paso (El Paso, TX) ",1996-09-21,21.0,9.0,1996.0,1996,-1.0,0.0,0.0,3
25833,Texas El Paso,0.0,41,68,1.0,,37,6,"Univ. of Texas at El Paso (El Paso, TX) ",1996-09-28,28.0,9.0,1996.0,1996,31.0,1.0,0.0,4
25827,Texas El Paso,0.0,41,93,16.5,,27,34,"Univ. of Texas at El Paso (El Paso, TX) ",1996-10-05,5.0,10.0,1996.0,1996,-7.0,0.0,0.0,5
25825,Texas El Paso,0.0,41,110,6.0,,0,18,"Univ. of Texas at El Paso (El Paso, TX) ",1996-10-12,12.0,10.0,1996.0,1996,-18.0,0.0,0.0,6
25831,Texas El Paso,0.0,41,98,5.0,,21,48,"Univ. of Texas at El Paso (El Paso, TX) ",1996-10-26,26.0,10.0,1996.0,1996,-27.0,0.0,0.0,7
25832,Texas El Paso,0.0,41,33,30.0,,18,40,"Univ. of Texas at El Paso (El Paso, TX) ",1996-11-02,2.0,11.0,1996.0,1996,-22.0,0.0,0.0,8
25829,Texas El Paso,0.0,41,73,7.0,,0,30,"Univ. of Texas at El Paso (El Paso, TX) ",1996-11-09,9.0,11.0,1996.0,1996,-30.0,0.0,0.0,9
25828,Texas El Paso,0.0,41,97,7.0,,21,38,"Univ. of Texas at El Paso (El Paso, TX) ",1996-11-16,16.0,11.0,1996.0,1996,-17.0,0.0,0.0,10
25826,Texas El Paso,0.0,41,63,20.0,,17,44,"Univ. of Texas at El Paso (El Paso, TX) ",1996-11-23,23.0,11.0,1996.0,1996,-27.0,0.0,0.0,11
25841,Texas El Paso,0.0,41,116,37.0,,3,55,"Univ. of Texas at El Paso (El Paso, TX) ",1997-09-06,6.0,9.0,1997.0,1997,-52.0,0.0,0.0,1
25844,Texas El Paso,0.0,41,63,16.0,,20,38,"Univ. of Texas at El Paso (El Paso, TX) ",1997-09-13,13.0,9.0,1997.0,1997,-18.0,0.0,0.0,2
25837,Texas El Paso,0.0,41,93,27.0,,3,56,"Univ. of Texas at El Paso (El Paso, TX) ",1997-09-20,20.0,9.0,1997.0,1997,-53.0,0.0,0.0,3
25836,Texas El Paso,0.0,41,74,-25.0,,24,16,"Univ. of Texas at El Paso (El Paso, TX) ",1997-09-27,27.0,9.0,1997.0,1997,8.0,1.0,0.0,4
25838,Texas El Paso,0.0,41,128,32.5,,7,39,"Univ. of Texas at El Paso (El Paso, TX) ",1997-10-04,4.0,10.0,1997.0,1997,-32.0,0.0,0.0,5
25842,Texas El Paso,0.0,41,97,13.5,,33,18,"Univ. of Texas at El Paso (El Paso, TX) ",1997-10-11,11.0,10.0,1997.0,1997,15.0,1.0,0.0,6
25846,Texas El Paso,0.0,41,43,-3.0,,7,10,"Univ. of Texas at El Paso (El Paso, TX) ",1997-10-18,18.0,10.0,1997.0,1997,-3.0,0.0,0.0,7
25840,Texas El Paso,0.0,41,33,19.0,,14,3,"Univ. of Texas at El Paso (El Paso, TX) ",1997-11-01,1.0,11.0,1997.0,1997,11.0,1.0,0.0,8
25839,Texas El Paso,0.0,41,73,19.0,,14,28,"Univ. of Texas at El Paso (El Paso, TX) ",1997-11-08,8.0,11.0,1997.0,1997,-14.0,0.0,0.0,9
25843,Texas El Paso,0.0,41,110,-2.0,,24,17,"Univ. of Texas at El Paso (El Paso, TX) ",1997-11-15,15.0,11.0,1997.0,1997,7.0,1.0,0.0,10
25845,Texas El Paso,0.0,41,98,19.0,,13,31,"Univ. of Texas at El Paso (El Paso, TX) ",1997-11-22,22.0,11.0,1997.0,1997,-18.0,0.0,0.0,11
25851,Texas El Paso,0.0,41,64,17.5,,3,35,"Univ. of Texas at El Paso (El Paso, TX) ",1998-09-05,5.0,9.0,1998.0,1998,-32.0,0.0,0.0,1
25856,Texas El Paso,0.0,41,39,22.0,,26,33,"Univ. of Texas at El Paso (El Paso, TX) ",1998-09-12,12.0,9.0,1998.0,1998,-7.0,0.0,0.0,2
25847,Texas El Paso,0.0,41,74,-7.0,,24,33,"Univ. of Texas at El Paso (El Paso, TX) ",1998-09-26,26.0,9.0,1998.0,1998,-9.0,0.0,0.0,3
25854,Texas El Paso,0.0,41,89,13.5,,17,20,"Univ. of Texas at El Paso (El Paso, TX) ",1998-10-03,3.0,10.0,1998.0,1998,-3.0,0.0,0.0,4
25850,Texas El Paso,0.0,41,63,4.5,,22,19,"Univ. of Texas at El Paso (El Paso, TX) ",1998-10-10,10.0,10.0,1998.0,1998,3.0,1.0,0.0,5
25849,Texas El Paso,0.0,41,43,-4.5,,28,21,"Univ. of Texas at El Paso (El Paso, TX) ",1998-10-17,17.0,10.0,1998.0,1998,7.0,1.0,0.0,6
25853,Texas El Paso,0.0,41,109,10.5,,6,32,"Univ. of Texas at El Paso (El Paso, TX) ",1998-10-24,24.0,10.0,1998.0,1998,-26.0,0.0,0.0,7
25857,Texas El Paso,0.0,41,50,-16.0,,30,13,"Univ. of Texas at El Paso (El Paso, TX) ",1998-10-31,31.0,10.0,1998.0,1998,17.0,1.0,0.0,8
25855,Texas El Paso,0.0,41,93,18.0,,27,34,"Univ. of Texas at El Paso (El Paso, TX) ",1998-11-07,7.0,11.0,1998.0,1998,-7.0,0.0,0.0,9
25852,Texas El Paso,0.0,41,33,10.0,,14,31,"Univ. of Texas at El Paso (El Paso, TX) ",1998-11-14,14.0,11.0,1998.0,1998,-17.0,0.0,0.0,10
25848,Texas El Paso,0.0,41,132,13.5,,29,34,"Univ. of Texas at El Paso (El Paso, TX) ",1998-11-21,21.0,11.0,1998.0,1998,-5.0,0.0,0.0,11
25863,Texas El Paso,0.0,41,63,-4.5,,13,10,"Univ. of Texas at El Paso (El Paso, TX) ",1999-09-04,4.0,9.0,1999.0,1999,3.0,1.0,0.0,1
25861,Texas El Paso,0.0,41,39,22.0,,28,47,"Univ. of Texas at El Paso (El Paso, TX) ",1999-09-11,11.0,9.0,1999.0,1999,-19.0,0.0,0.0,2
25865,Texas El Paso,0.0,41,130,32.5,,7,40,"Univ. of Texas at El Paso (El Paso, TX) ",1999-09-18,18.0,9.0,1999.0,1999,-33.0,0.0,0.0,3
25864,Texas El Paso,0.0,41,74,3.5,,54,23,"Univ. of Texas at El Paso (El Paso, TX) ",1999-09-25,25.0,9.0,1999.0,1999,31.0,1.0,0.0,4
25859,Texas El Paso,0.0,41,50,-5.0,,3,33,"Univ. of Texas at El Paso (El Paso, TX) ",1999-10-02,2.0,10.0,1999.0,1999,-30.0,0.0,0.0,5
25862,Texas El Paso,0.0,41,73,-9.5,,42,28,"Univ. of Texas at El Paso (El Paso, TX) ",1999-10-09,9.0,10.0,1999.0,1999,14.0,1.0,0.0,6
25867,Texas El Paso,0.0,41,83,22.0,,21,34,"Univ. of Texas at El Paso (El Paso, TX) ",1999-10-16,16.0,10.0,1999.0,1999,-13.0,0.0,0.0,7
25869,Texas El Paso,0.0,41,109,11.5,,23,24,"Univ. of Texas at El Paso (El Paso, TX) ",1999-10-23,23.0,10.0,1999.0,1999,-1.0,0.0,0.0,8
25860,Texas El Paso,0.0,41,43,-6.5,,42,26,"Univ. of Texas at El Paso (El Paso, TX) ",1999-10-30,30.0,10.0,1999.0,1999,16.0,1.0,0.0,9
25868,Texas El Paso,0.0,41,97,-15.0,,19,43,"Univ. of Texas at El Paso (El Paso, TX) ",1999-11-06,6.0,11.0,1999.0,1999,-24.0,0.0,0.0,10
25858,Texas El Paso,0.0,41,98,8.5,,30,29,"Univ. of Texas at El Paso (El Paso, TX) ",1999-11-13,13.0,11.0,1999.0,1999,1.0,1.0,0.0,11
25866,Texas El Paso,0.0,41,110,11.5,,24,52,"Univ. of Texas at El Paso (El Paso, TX) ",1999-11-20,20.0,11.0,1999.0,1999,-28.0,0.0,0.0,12
25876,Texas El Paso,0.0,41,139,28.0,,14,55,"Univ. of Texas at El Paso (El Paso, TX) ",2000-09-01,1.0,9.0,2000.0,2000,-41.0,0.0,0.0,1
25872,Texas El Paso,0.0,41,73,2.0,,37,20,"Univ. of Texas at El Paso (El Paso, TX) ",2000-09-09,9.0,9.0,2000.0,2000,17.0,1.0,0.0,2
25875,Texas El Paso,0.0,41,120,26.0,,17,45,"Univ. of Texas at El Paso (El Paso, TX) ",2000-09-16,16.0,9.0,2000.0,2000,-28.0,0.0,0.0,3
25877,Texas El Paso,0.0,41,50,-10.0,,39,7,"Univ. of Texas at El Paso (El Paso, TX) ",2000-09-23,23.0,9.0,2000.0,2000,32.0,1.0,0.0,4
25881,Texas El Paso,0.0,41,74,-11.0,,41,31,"Univ. of Texas at El Paso (El Paso, TX) ",2000-09-30,30.0,9.0,2000.0,2000,10.0,1.0,0.0,5
25874,Texas El Paso,0.0,41,97,-3.5,,40,7,"Univ. of Texas at El Paso (El Paso, TX) ",2000-10-07,7.0,10.0,2000.0,2000,33.0,1.0,0.0,6
25871,Texas El Paso,0.0,41,43,3.0,,47,30,"Univ. of Texas at El Paso (El Paso, TX) ",2000-10-14,14.0,10.0,2000.0,2000,17.0,1.0,0.0,7
25870,Texas El Paso,0.0,41,109,-4.0,,23,13,"Univ. of Texas at El Paso (El Paso, TX) ",2000-10-21,21.0,10.0,2000.0,2000,10.0,1.0,0.0,8
25880,Texas El Paso,0.0,41,98,-12.5,,38,21,"Univ. of Texas at El Paso (El Paso, TX) ",2000-11-11,11.0,11.0,2000.0,2000,17.0,1.0,0.0,10
25873,Texas El Paso,0.0,41,110,12.5,49.0,14,47,"Univ. of Texas at El Paso (El Paso, TX) ",2000-11-18,18.0,11.0,2000.0,2000,-33.0,0.0,0.0,11
25884,Texas El Paso,0.0,41,63,2.5,,6,26,"Univ. of Texas at El Paso (El Paso, TX) ",2001-09-01,1.0,9.0,2001.0,2001,-20.0,0.0,0.0,1
25882,Texas El Paso,0.0,41,92,4.5,,17,42,"Univ. of Texas at El Paso (El Paso, TX) ",2001-09-22,22.0,9.0,2001.0,2001,-25.0,0.0,0.0,3
25885,Texas El Paso,0.0,41,97,0.0,,26,10,"Univ. of Texas at El Paso (El Paso, TX) ",2001-09-29,29.0,9.0,2001.0,2001,16.0,1.0,0.0,4
25887,Texas El Paso,0.0,41,51,22.5,,7,56,"Univ. of Texas at El Paso (El Paso, TX) ",2001-10-06,6.0,10.0,2001.0,2001,-49.0,0.0,0.0,5
25883,Texas El Paso,0.0,41,50,7.0,,7,66,"Univ. of Texas at El Paso (El Paso, TX) ",2001-10-13,13.0,10.0,2001.0,2001,-59.0,0.0,0.0,6
25886,Texas El Paso,0.0,41,43,-3.5,,28,40,"Univ. of Texas at El Paso (El Paso, TX) ",2001-10-20,20.0,10.0,2001.0,2001,-12.0,0.0,0.0,7
25892,Texas El Paso,0.0,41,73,10.0,,14,40,"Univ. of Texas at El Paso (El Paso, TX) ",2001-10-27,27.0,10.0,2001.0,2001,-26.0,0.0,0.0,8
25888,Texas El Paso,0.0,41,57,13.5,,30,53,"Univ. of Texas at El Paso (El Paso, TX) ",2001-11-10,10.0,11.0,2001.0,2001,-23.0,0.0,0.0,9
25889,Texas El Paso,0.0,41,98,27.0,,17,27,"Univ. of Texas at El Paso (El Paso, TX) ",2001-11-17,17.0,11.0,2001.0,2001,-10.0,0.0,0.0,10
25891,Texas El Paso,0.0,41,135,3.0,62.5,31,48,"Univ. of Texas at El Paso (El Paso, TX) ",2001-11-24,24.0,11.0,2001.0,2001,-17.0,0.0,0.0,11
25902,Texas El Paso,0.0,41,122,20.0,,17,77,"Univ. of Texas at El Paso (El Paso, TX) ",2002-09-07,7.0,9.0,2002.0,2002,-60.0,0.0,0.0,2
25894,Texas El Paso,0.0,41,139,43.5,,0,68,"Univ. of Texas at El Paso (El Paso, TX) ",2002-09-14,14.0,9.0,2002.0,2002,-68.0,0.0,0.0,3
25904,Texas El Paso,0.0,41,50,18.5,,6,31,"Univ. of Texas at El Paso (El Paso, TX) ",2002-09-21,21.0,9.0,2002.0,2002,-25.0,0.0,0.0,4
25896,Texas El Paso,0.0,41,43,16.0,62.0,24,58,"Univ. of Texas at El Paso (El Paso, TX) ",2002-09-28,28.0,9.0,2002.0,2002,-34.0,0.0,0.0,5
25898,Texas El Paso,0.0,41,74,17.0,58.0,14,49,"Univ. of Texas at El Paso (El Paso, TX) ",2002-10-05,5.0,10.0,2002.0,2002,-35.0,0.0,0.0,6
25893,Texas El Paso,0.0,41,98,12.5,,38,35,"Univ. of Texas at El Paso (El Paso, TX) ",2002-10-19,19.0,10.0,2002.0,2002,3.0,1.0,0.0,7
25900,Texas El Paso,0.0,41,97,2.5,58.5,0,20,"Univ. of Texas at El Paso (El Paso, TX) ",2002-10-26,26.0,10.0,2002.0,2002,-20.0,0.0,0.0,8
25903,Texas El Paso,0.0,41,92,34.0,66.0,3,58,"Univ. of Texas at El Paso (El Paso, TX) ",2002-11-02,2.0,11.0,2002.0,2002,-55.0,0.0,0.0,9
25897,Texas El Paso,0.0,41,135,26.5,62.0,17,23,"Univ. of Texas at El Paso (El Paso, TX) ",2002-11-09,9.0,11.0,2002.0,2002,-6.0,0.0,0.0,10
25901,Texas El Paso,0.0,41,73,5.5,,35,42,"Univ. of Texas at El Paso (El Paso, TX) ",2002-11-16,16.0,11.0,2002.0,2002,-7.0,0.0,0.0,11
25899,Texas El Paso,0.0,41,57,25.0,66.0,24,38,"Univ. of Texas at El Paso (El Paso, TX) ",2002-11-23,23.0,11.0,2002.0,2002,-14.0,0.0,0.0,12
25916,Texas El Paso,0.0,41,83,21.5,52.0,7,42,"Univ. of Texas at El Paso (El Paso, TX) ",2003-08-30,30.0,8.0,2003.0,2003,-35.0,0.0,0.0,1
25911,Texas El Paso,0.0,41,132,19.0,,0,34,"Univ. of Texas at El Paso (El Paso, TX) ",2003-09-13,13.0,9.0,2003.0,2003,-34.0,0.0,0.0,3
25905,Texas El Paso,0.0,41,61,36.0,,14,42,"Univ. of Texas at El Paso (El Paso, TX) ",2003-09-20,20.0,9.0,2003.0,2003,-28.0,0.0,0.0,4
25917,Texas El Paso,0.0,41,73,8.5,46.5,21,19,"Univ. of Texas at El Paso (El Paso, TX) ",2003-10-04,4.0,10.0,2003.0,2003,2.0,1.0,0.0,6
25908,Texas El Paso,0.0,41,57,15.0,55.5,35,38,"Univ. of Texas at El Paso (El Paso, TX) ",2003-10-11,11.0,10.0,2003.0,2003,-3.0,0.0,0.0,7
25906,Texas El Paso,0.0,41,50,27.5,68.0,15,31,"Univ. of Texas at El Paso (El Paso, TX) ",2003-10-25,25.0,10.0,2003.0,2003,-16.0,0.0,0.0,8
25910,Texas El Paso,0.0,41,97,8.5,50.5,28,56,"Univ. of Texas at El Paso (El Paso, TX) ",2003-11-01,1.0,11.0,2003.0,2003,-28.0,0.0,0.0,9
25915,Texas El Paso,0.0,41,43,2.5,58.0,41,69,"Univ. of Texas at El Paso (El Paso, TX) ",2003-11-08,8.0,11.0,2003.0,2003,-28.0,0.0,0.0,10
25909,Texas El Paso,0.0,41,92,41.5,66.0,21,51,"Univ. of Texas at El Paso (El Paso, TX) ",2003-11-15,15.0,11.0,2003.0,2003,-30.0,0.0,0.0,11
25913,Texas El Paso,0.0,41,98,14.5,63.0,14,45,"Univ. of Texas at El Paso (El Paso, TX) ",2003-11-22,22.0,11.0,2003.0,2003,-31.0,0.0,0.0,12
25923,Texas El Paso,0.0,41,112,24.5,56.0,9,41,"Univ. of Texas at El Paso (El Paso, TX) ",2004-09-02,2.0,9.0,2004.0,2004,-32.0,0.0,0.0,1
25921,Texas El Paso,0.0,41,Weber State,-11.0,,32,0,"Univ. of Texas at El Paso (El Paso, TX) ",2004-09-11,11.0,9.0,2004.0,2004,32.0,1.0,0.0,2
25920,Texas El Paso,0.0,41,92,27.5,,31,47,"Univ. of Texas at El Paso (El Paso, TX) ",2004-09-18,18.0,9.0,2004.0,2004,-16.0,0.0,0.0,3
25924,Texas El Paso,0.0,41,74,-7.5,50.0,45,0,"Univ. of Texas at El Paso (El Paso, TX) ",2004-10-02,2.0,10.0,2004.0,2004,45.0,1.0,0.0,4
25928,Texas El Paso,0.0,41,109,17.5,50.0,24,21,"Univ. of Texas at El Paso (El Paso, TX) ",2004-10-09,9.0,10.0,2004.0,2004,3.0,1.0,0.0,5
25926,Texas El Paso,0.0,41,50,-3.0,64.0,51,20,"Univ. of Texas at El Paso (El Paso, TX) ",2004-10-16,16.0,10.0,2004.0,2004,31.0,1.0,0.0,6
25929,Texas El Paso,0.0,41,57,2.5,55.5,44,27,"Univ. of Texas at El Paso (El Paso, TX) ",2004-10-23,23.0,10.0,2004.0,2004,17.0,1.0,0.0,7
25918,Texas El Paso,0.0,41,43,-13.0,59.0,38,20,"Univ. of Texas at El Paso (El Paso, TX) ",2004-10-30,30.0,10.0,2004.0,2004,18.0,1.0,0.0,8
25919,Texas El Paso,0.0,41,98,-14.0,56.0,35,28,"Univ. of Texas at El Paso (El Paso, TX) ",2004-11-13,13.0,11.0,2004.0,2004,7.0,1.0,0.0,9
25925,Texas El Paso,0.0,41,73,-23.0,55.5,57,27,"Univ. of Texas at El Paso (El Paso, TX) ",2004-11-20,20.0,11.0,2004.0,2004,30.0,1.0,0.0,10
25922,Texas El Paso,0.0,41,97,-7.0,61.0,35,37,"Univ. of Texas at El Paso (El Paso, TX) ",2004-11-27,27.0,11.0,2004.0,2004,-2.0,0.0,0.0,11
25938,Texas El Paso,0.0,41,74,-8.5,59.0,34,17,"Univ. of Texas at El Paso (El Paso, TX) ",2005-09-03,3.0,9.0,2005.0,2005,17.0,1.0,0.0,1
25935,Texas El Paso,0.0,41,96,-12.5,62.0,44,41,"Univ. of Texas at El Paso (El Paso, TX) ",2005-09-16,16.0,9.0,2005.0,2005,3.0,1.0,0.0,2
25930,Texas El Paso,0.0,41,63,-2.5,57.0,21,13,"Univ. of Texas at El Paso (El Paso, TX) ",2005-09-24,24.0,9.0,2005.0,2005,8.0,1.0,0.0,3
25940,Texas El Paso,0.0,41,37,-2.0,52.0,20,27,"Univ. of Texas at El Paso (El Paso, TX) ",2005-10-01,1.0,10.0,2005.0,2005,-7.0,0.0,0.0,4
25939,Texas El Paso,0.0,41,48,-7.0,50.5,45,21,"Univ. of Texas at El Paso (El Paso, TX) ",2005-10-14,14.0,10.0,2005.0,2005,24.0,1.0,0.0,5
25931,Texas El Paso,0.0,41,118,-14.5,51.0,31,3,"Univ. of Texas at El Paso (El Paso, TX) ",2005-10-22,22.0,10.0,2005.0,2005,28.0,1.0,0.0,6
25941,Texas El Paso,0.0,41,98,-19.0,56.5,38,31,"Univ. of Texas at El Paso (El Paso, TX) ",2005-10-29,29.0,10.0,2005.0,2005,7.0,1.0,0.0,7
25937,Texas El Paso,0.0,41,97,-7.5,54.5,41,38,"Univ. of Texas at El Paso (El Paso, TX) ",2005-11-05,5.0,11.0,2005.0,2005,3.0,1.0,0.0,8
25936,Texas El Paso,0.0,41,146,-7.5,59.0,23,35,"Univ. of Texas at El Paso (El Paso, TX) ",2005-11-19,19.0,11.0,2005.0,2005,-12.0,0.0,0.0,10
25933,Texas El Paso,0.0,41,73,-7.0,49.5,27,40,"Univ. of Texas at El Paso (El Paso, TX) ",2005-11-26,26.0,11.0,2005.0,2005,-13.0,0.0,0.0,11
25945,Texas El Paso,0.0,41,132,3.0,48.0,34,27,"Univ. of Texas at El Paso (El Paso, TX) ",2006-08-31,31.0,8.0,2006.0,2006,7.0,1.0,0.0,1
25951,Texas El Paso,0.0,41,64,7.0,58.0,35,38,"Univ. of Texas at El Paso (El Paso, TX) ",2006-09-09,9.0,9.0,2006.0,2006,-3.0,0.0,0.0,2
25953,Texas El Paso,0.0,41,63,-10.0,54.0,13,26,"Univ. of Texas at El Paso (El Paso, TX) ",2006-09-23,23.0,9.0,2006.0,2006,-13.0,0.0,0.0,3
25952,Texas El Paso,0.0,41,74,-17.0,59.0,44,38,"Univ. of Texas at El Paso (El Paso, TX) ",2006-09-30,30.0,9.0,2006.0,2006,6.0,1.0,0.0,4
25944,Texas El Paso,0.0,41,73,-13.0,53.0,24,21,"Univ. of Texas at El Paso (El Paso, TX) ",2006-10-07,7.0,10.0,2006.0,2006,3.0,1.0,0.0,5
25946,Texas El Paso,0.0,41,48,-13.5,60.0,34,20,"Univ. of Texas at El Paso (El Paso, TX) ",2006-10-14,14.0,10.0,2006.0,2006,14.0,1.0,0.0,6
25943,Texas El Paso,0.0,41,96,6.0,61.5,17,34,"Univ. of Texas at El Paso (El Paso, TX) ",2006-10-21,21.0,10.0,2006.0,2006,-17.0,0.0,0.0,7
25942,Texas El Paso,0.0,41,97,14.0,55.0,20,30,"Univ. of Texas at El Paso (El Paso, TX) ",2006-10-27,27.0,10.0,2006.0,2006,-10.0,0.0,0.0,8
25949,Texas El Paso,0.0,41,98,-10.0,58.0,31,37,"Univ. of Texas at El Paso (El Paso, TX) ",2006-11-04,4.0,11.0,2006.0,2006,-6.0,0.0,0.0,9
