,school,teamname,year_of_pub,acceptance_rate,top10pct,alumni_giving_rate,top25pct,usnews_score,usnews_academic_rep_old,sat_act_25_75,avg_sat_act,usnews_academic_rep_new,year,team,unitid,vseteamname,alumni_ops_academic,alumni_ops_faculty,alumni_ops_research,alumni_ops_libraries,alumni_ops_physical_plant,alumni_ops_student_aid,alumni_ops_athletics,alumni_ops_other,alumni_ops_total,alumni_donation_rate,alumni_ugrad_donation_rate,alumni_ops_donation_rate,alumni_solicit_rate,alumni_giving_as_share_of_total,alumni_of_record,alumni_donors,alumni_total_giving,ops_athletics_donors,ops_athletics_total_ath,capital_athletics_donors,capital_athletics_total,athletics_donors,athletics_total,corporations_total_giving,expenditures_per_student,foundations_total_giving,foundations_ops_athletics,foundations_ops_total,corporations_ops_athletics,corporations_ops_total,ops_athletics_total_grand,ops_total,total_giving_2004_onwards,total_giving_pre_2004,alumni_ops_pub_serv,corporations_total,foundations_total,appdate,applicants_male,applicants_female,admits_male,admits_female,enrolled_male,enrolled_female,satdate,satnum,satpct,actnum,actpct,satvr25,satvr75,satmt25,satmt75,actcm25,actcm75,acten25,acten75,actmt25,actmt75,name,city,state,fips,control,iclevel,black,asian,hispanic,vse_alum_giving_rate,first_time_students_missing,first_time_students_total,first_time_outofstate,first_time_instate
2216,,Washington,,,,,,,,,,,2008,54.0,236948.0,"University of Washington (Seattle, WA)",3594551.0,35097.0,1731670.0,22426.0,815632.0,2271902.0,,150430.0,18745148.0,0.158,0.154,0.146,0.995,0.124,315682.0,49981.0,40139421.0,23124.0,12520611.0,493.0,3096103.0,23617.0,15616714.0,85250960.0,47701.0,93056676.0,,80884030.0,,76433565.0,,251839583.0,323545197.0,324054461.0,672696.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15832706,,,,
2217,Washington State U.,Washington State,1989.0,88.0,8.0,,,,,,,,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASHINGTON STATE UNIVERSITY,PULLMAN,WA,Washington,Public,4 or more years (Baccalaureate or higher degree),,,,,,2592.0,277.0,2315.0
2218,Washington State U.,Washington State,1990.0,88.0,8.0,,,,,,,,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASHINGTON STATE UNIVERSITY,PULLMAN,WA,Washington,Public,4 or more years (Baccalaureate or higher degree),,,,,,,,
2219,Washington State,Washington State,1991.0,84.0,33.0,,,,,820-1080,,,1989,40.0,236939.0,"Washington State University (Pullman, WA)",,,,,,,,,,,,,0.9236938671704694,,110096.0,21990.0,2833175.0,,,,,,,12664328.0,,2531973.0,,,,,,,,24975109.0,,12664328.0,2531973.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19973478,,,,
2220,,Washington State,,,,,,,,,,,1990,40.0,236939.0,"Washington State University (Pullman, WA)",,,,,,,,,,,,,0.9795437157441899,,79731.0,26357.0,4568935.0,,,,,,,10466801.0,,2434289.0,,,,,,,,25969619.0,,10466801.0,2434289.0,,,,,,,,,,,,,,,,,,,,,,,WASHINGTON STATE UNIVERSITY,PULLMAN,WA,Washington,Public,4 or more years (Baccalaureate or higher degree),,,,0.33057407,,,,
2221,Washington State U.,Washington State,1993.0,91.0,31.0,32.0,,,,780-1020,,,1991,40.0,236939.0,"Washington State University (Pullman, WA)",,,,,,,,,,,,,0.9745251932179019,,83455.0,25815.0,4485791.0,,,,,,,15776521.0,,2878917.0,,,,,,,,30874461.0,,15776521.0,2878917.0,,,,,,,,,,,,,,,,,,,,,,,WASHINGTON STATE UNIVERSITY,PULLMAN,WA,Washington,Public,4 or more years (Baccalaureate or higher degree),,,,0.30932838,,2353.0,398.0,1955.0
2222,Washington State University,Washington State,1994.0,89.0,31.0,30.0,,,98.0,,920,,1992,40.0,236939.0,"Washington State University (Pullman, WA)",,,,,,,,,,,,,0.9950250439962096,,88644.0,26461.0,8153288.0,,,,,,,12092859.0,,3050113.0,,,,,,,,33251935.0,,12092859.0,3050113.0,,,,,,,,,,,,,,,,,,,,,,,WASHINGTON STATE UNIVERSITY,PULLMAN,WA,Washington,Public,4 or more years (Baccalaureate or higher degree),,,,0.29850864,,,,
2223,Washington State U,Washington State,1996.0,87.0,38.0,36.0,,,,910-1150,,,1994,40.0,236939.0,"Washington State University (Pullman, WA)",,,,,,,,,,,,,1.0,,94571.0,28417.0,6963000.0,,,,,,,15178000.0,,3874000.0,,,,,,,,31197000.0,,15178000.0,3874000.0,,,,,,,,,,,,,,,,,,,,,,,WASHINGTON STATE UNIVERSITY,PULLMAN,WA,Washington,Public,4 or more years (Baccalaureate or higher degree),2.0,5.0,3.0,0.30048323,,,,
2224,Wash State Univ,Washington State,1997.0,89.0,40.0,35.0,,,,,,,1995,40.0,236939.0,"Washington State University (Pullman, WA)",,,,,,,,,,,,,1.0,,95106.0,24188.0,11029000.0,,,,,,,32518000.0,,3489000.0,,,,,,,,55575000.0,,32518000.0,3489000.0,,,,,,,,,,,,,,,,,,,,,,,WASHINGTON STATE UNIVERSITY,PULLMAN,WA,Washington,Public,4 or more years (Baccalaureate or higher degree),2.0,5.0,3.0,0.25432676,,2305.0,278.0,2027.0
2225,Washington State Univ,Washington State,1998.0,88.0,40.0,21.0,,,,940-1170,,3.1,1996,40.0,236939.0,"Washington State University (Pullman, WA)",,,,,,,,,,,,,1.0,,97184.0,25928.0,5716000.0,,,,,,,21215000.0,,3106000.0,,,,,,,,37213000.0,,21215000.0,3106000.0,,,,,,,,,,,,,,,,,,,,,,,WASHINGTON STATE UNIVERSITY,PULLMAN,WA,Washington,Public,4 or more years (Baccalaureate or higher degree),2.0,5.0,3.0,0.2667929,,,,
2226,Washington State Univ,Washington State,1999.0,90.0,40.0,20.0,,,,,,3.1,1997,40.0,236939.0,"Washington State University (Pullman, WA)",,,,,,,,,,,,,0.9690467984068627,,104448.0,29344.0,7931000.0,,,,,,,19809000.0,,3748000.0,,,,,,,,41897000.0,,19809000.0,3748000.0,,,,,,,,,,,,,,,,,,,,,,,WASHINGTON STATE UNIVERSITY,PULLMAN,WA,Washington,Public,4 or more years (Baccalaureate or higher degree),2.0,5.0,4.0,0.28094363,,2978.0,282.0,2696.0
2227,Washington State University,Washington State,2000.0,84.0,,20.0,,,,940-1170,,,1998,40.0,236939.0,"Washington State University (Pullman, WA)",1693330.0,25438.0,143254.0,8057.0,208644.0,646201.0,63280.0,46989.0,2878920.0,0.23199999999999998,0.252,0.205,0.968,,104201.0,24174.0,7713810.0,6109.0,2774050.0,172.0,,6281.0,,17194600.0,20314.0,3569090.0,17107.0,3108070.0,89810.0,12897200.0,301839.0,27026600.0,,42987000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23199393,,,,
2228,Washington State U.,Washington State,2001.0,84.0,,22.0,,,,,,3.1,1999,40.0,236939.0,"Washington State University (Pullman, WA)",3067630.0,58541.0,193092.0,12226.0,204226.0,871251.0,53183.0,77892.0,4579860.0,0.188,0.193,0.161,0.764,,131946.0,24759.0,10998500.0,5950.0,2026840.0,209.0,,6159.0,,18282600.0,19739.0,3737690.0,7134.0,3371210.0,71849.0,14591400.0,234081.0,32645200.0,,47482600.0,,,,,,,,,,,,,,,,,,,,,,,,,,WASHINGTON STATE UNIVERSITY,PULLMAN,WA,Washington,Public,4 or more years (Baccalaureate or higher degree),2.0,5.0,3.0,0.18764494,3.0,2485.0,367.0,2115.0
2229,Washington State U.,Washington State,2002.0,81.0,20.0,23.0,,,,,,3.1,2000,40.0,236939.0,"Washington State University (Pullman, WA)",2359665.0,116674.0,448066.0,9809.0,233414.0,757044.0,83373.0,32401.0,4095657.0,0.218,0.213,0.182,1.0,,110246.0,23992.0,8843009.0,5586.0,2319767.0,519.0,,,,16698064.0,21494.0,5466608.0,53943.0,4582066.0,118687.0,14004231.0,380088.0,32361191.0,,43063826.0,,,,Fall 2001,3787.0,4171.0,2975.0,3501.0,1206.0,1370.0,Fall 2001,2394.0,92.0,565.0,22.0,470.0,600.0,470.0,580.0,,,,,,,WASHINGTON STATE UNIVERSITY,PULLMAN,WA,Washington,Public,4 or more years (Baccalaureate or higher degree),3.0,5.0,3.0,0.21762241,,2630.0,343.0,2287.0
2230,Washington State U.,Washington State,2003.0,77.0,31.0,20.0,,43.0,,,,3.1,2001,40.0,236939.0,"Washington State University (Pullman, WA)",1501539.0,25578.0,73880.0,20813.0,915228.0,1089164.0,,109720.0,3842661.0,0.196,0.19699999999999998,0.157,1.0,,119559.0,23491.0,8028023.0,6698.0,4299527.0,196.0,,,,20788651.0,20780.0,5149496.0,,4308645.0,,20123795.0,,33913984.0,,42739059.0,,,,Fall 2001,4217.0,4715.0,3092.0,3793.0,1303.0,1470.0,Fall 2001,2568.0,92.0,602.0,22.0,480.0,580.0,470.0,590.0,,,,,,,WASHINGTON STATE UNIVERSITY,PULLMAN,WA,Washington,Public,4 or more years (Baccalaureate or higher degree),3.0,5.0,3.0,0.1964804,2762.0,2803.0,375.0,2428.0
2231,Washington State U.,Washington State,2004.0,78.0,30.0,20.0,,39.0,,,,3.0,2002,40.0,236939.0,"Washington State University (Pullman, WA)",1668115.0,7610.0,19818.0,41008.0,859585.0,1638840.0,,30838.0,4358958.0,0.193,0.193,0.158,1.0,0.18899999999999997,120661.0,23234.0,8874923.0,7287.0,4440503.0,128.0,381555.0,7415.0,4822058.0,18238322.0,22127.0,5857836.0,,5354245.0,,17860124.0,,38249147.0,46870671.0,48839329.0,,,,Fall 2001,4390.0,4823.0,3260.0,3924.0,1384.0,1615.0,Fall 2001,2825.0,93.0,692.0,22.0,470.0,580.0,480.0,590.0,,,,,,,WASHINGTON STATE UNIVERSITY,PULLMAN,WA,Washington,Public,4 or more years (Baccalaureate or higher degree),,,,0.19255601,2991.0,3032.0,333.0,2698.0
2232,Washington State U.,Washington State,2005.0,75.0,34.0,18.0,,,,,,3.0,2003,40.0,236939.0,"Washington State University (Pullman, WA)",1528052.0,14276.0,33259.0,89291.0,529367.0,1404030.0,,14338.0,3685955.0,0.174,0.18,0.11599999999999999,1.0,0.17800000000000002,127760.0,22238.0,7700785.0,8152.0,4140298.0,129.0,435853.0,8281.0,4576151.0,14686611.0,24622.0,4490789.0,,4288757.0,,14145528.0,,32479556.0,43326554.0,43763320.0,,,,Fall 2001,4516.0,4947.0,3223.0,3902.0,1467.0,1622.0,Fall 2001,2880.0,93.0,671.0,22.0,470.0,580.0,490.0,600.0,19.0,25.0,,,,,WASHINGTON STATE UNIVERSITY,PULLMAN,WA,Washington,Public,4 or more years (Baccalaureate or higher degree),,,,0.17406073,3079.0,3108.0,359.0,2749.0
2233,Washington State University,Washington State,2006.0,,,,,41.0,,,,3.0,2004,40.0,236939.0,"Washington State University (Pullman, WA)",1650950.0,10852.0,178214.0,53301.0,777721.0,1540693.0,,3803.0,4327628.0,0.128,0.132,0.107,1.0,0.139,142103.0,18164.0,6855852.0,7729.0,4246865.0,115.0,436353.0,7844.0,4683218.0,18805164.0,24832.0,5146230.0,,4904217.0,,17464860.0,,37987017.0,49468884.0,49952997.0,,,,Fall 2001,4349.0,4844.0,3136.0,3657.0,1428.0,1420.0,Fall 2001,2741.0,95.0,712.0,25.0,490.0,600.0,510.0,610.0,20.0,26.0,,,,,Washington State University,Pullman,WA,Washington,Public,4 or more years (Baccalaureate or higher degree),,,,0.12782277,2850.0,2885.0,255.0,2630.0
2234,Washington State U.,Washington State,2007.0,77.0,38.0,17.0,,,,,,3.0,2005,40.0,236939.0,"Washington State University (Pullman, WA)",2885977.0,45715.0,771819.0,39337.0,1079823.0,2185004.0,,11480.0,8208087.0,0.152,0.157,0.133,1.0,0.23800000000000002,144710.0,21948.0,12871266.0,7475.0,5766424.0,187.0,404914.0,7662.0,6171338.0,15655501.0,27430.0,7950757.0,,6819432.0,,13830271.0,,42656035.0,54116173.0,55617883.0,,,,Fall 2001,4496.0,4818.0,3389.0,3788.0,1391.0,1431.0,Fall 2001,2564.0,95.0,,,480.0,590.0,500.0,610.0,,,,,,,Washington State University,Pullman,WA,Washington,Public,4 or more years (Baccalaureate or higher degree),,,,0.15166886,2830.0,2856.0,294.0,2558.0
2235,Washington State U.,Washington State,2008.0,76.0,36.0,18.0,,,,,,2.9,2006,40.0,236939.0,"Washington State University (Pullman, WA)",2942290.0,24081.0,179791.0,34785.0,1432173.0,2156509.0,,5434.0,7008607.0,0.161,0.16699999999999998,0.133,1.0,0.253,145053.0,23315.0,15963481.0,8378.0,6478520.0,169.0,428758.0,8547.0,6907278.0,22305324.0,28410.0,9648814.0,,9078021.0,,20875436.0,,49184949.0,63126669.0,63641626.0,,,,Fall 2001,5171.0,5682.0,3925.0,4315.0,1706.0,1734.0,Fall 2001,3243.0,93.0,902.0,26.0,490.0,600.0,510.0,610.0,21.0,26.0,,,,,Washington State University,Pullman,WA,Washington,Public,4 or more years (Baccalaureate or higher degree),,,,0.16073436,3424.0,3477.0,445.0,3032.0
2236,Washington State University*,Washington State,2009.0,72.0,44.0,18.0,,39.0,,,,3.0,2007,40.0,236939.0,"Washington State University (Pullman, WA)",4932678.0,48904.0,197138.0,28491.0,1709888.0,7341415.0,,,15090363.0,0.166,0.17300000000000001,0.145,1.0,0.29,148989.0,24774.0,21480631.0,8271.0,10437655.0,203.0,333925.0,8474.0,10771580.0,19144696.0,33678.0,12802375.0,,11889788.0,,18663813.0,,56859598.0,74051373.0,74607408.0,,,,Fall 2001,5380.0,5946.0,3812.0,4367.0,1647.0,1744.0,Fall 2001,3179.0,93.0,925.0,27.0,490.0,600.0,510.0,620.0,21.0,26.0,,,,,Washington State University,Pullman,WA,Washington,Public,4 or more years (Baccalaureate or higher degree),,,,0.16628073,3636.0,3714.0,480.0,3234.0
2237,,Washington State,,,,,,,,,,,2008,40.0,236939.0,"Washington State University (Pullman, WA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2238,West Virginia U.,West Virginia,1989.0,84.0,,,,,,,,,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WEST VIRGINIA UNIVERSITY,MORGANTOWN,WV,West Virginia,Public,4 or more years (Baccalaureate or higher degree),,,,,,3518.0,1933.0,1585.0
2239,West Virginia U.,West Virginia,1990.0,76.0,,,,,,,,,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WEST VIRGINIA UNIVERSITY,MORGANTOWN,WV,West Virginia,Public,4 or more years (Baccalaureate or higher degree),,,,,,,,
2240,West Virginia,West Virginia,1991.0,71.0,23.0,,,,,830-1040,,,1989,62.0,238032.0,"West Virginia University Foundation, Inc. (Morgantown, WV)",,,,,,,,,,,,,0.9793555061780647,,85059.0,11322.0,3383979.0,,,,,,,5332131.0,,1152681.0,,,,,,,,15544279.0,,5332131.0,1152681.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1331076,,,,
2241,,West Virginia,,,,,,,,,,,1990,62.0,238032.0,"West Virginia University Foundation, Inc. (Morgantown, WV)",,,,,,,,,,,,,0.9794302505917885,,85757.0,11077.0,3260975.0,,,,,,,5249796.0,,1765462.0,,,,,,,,14620302.0,,5249796.0,1765462.0,,,,,,,,,,,,,,,,,,,,,,,WEST VIRGINIA UNIVERSITY,MORGANTOWN,WV,West Virginia,Public,4 or more years (Baccalaureate or higher degree),,,,0.1291673,,,,
2242,West Virginia U.,West Virginia,1993.0,81.0,23.0,13.0,,,,810-1010,,,1991,62.0,238032.0,"West Virginia University Foundation, Inc. (Morgantown, WV)",,,,,,,,,,,,,,,87479.0,11407.0,3678986.0,,,,,,,4956975.0,,4717984.0,,,,,,,,18882927.0,,4956975.0,4717984.0,,,,,,,,,,,,,,,,,,,,,,,WEST VIRGINIA UNIVERSITY,MORGANTOWN,WV,West Virginia,Public,4 or more years (Baccalaureate or higher degree),,,,0.130397,,3040.0,1512.0,1528.0
2243,West Virginia University,West Virginia,1994.0,81.0,23.0,,,,136.0,,940,,1992,62.0,238032.0,"West Virginia University Foundation, Inc. (Morgantown, WV)",,,,,,,,,,,,,0.8854805013927577,,86160.0,9698.0,5723753.0,,,,,,,7085454.0,,2791778.0,,,,,,,,20276094.0,,7085454.0,2791778.0,,,,,,,,,,,,,,,,,,,,,,,WEST VIRGINIA UNIVERSITY,MORGANTOWN,WV,West Virginia,Public,4 or more years (Baccalaureate or higher degree),,,,0.11255803,,,,
2244,West Virginia U.,West Virginia,1996.0,86.0,23.0,12.0,,,,930-1120,,,1994,62.0,238032.0,"West Virginia University Foundation, Inc. (Morgantown, WV)",,,,,,,,,,,,,0.6754159003293951,,96237.0,11496.0,6854000.0,,,,,,,5233000.0,,4818000.0,,,,,,,,21632000.0,,5233000.0,4818000.0,,,,,,,,,,,,,,,,,,,,,,,WEST VIRGINIA UNIVERSITY,MORGANTOWN,WV,West Virginia,Public,4 or more years (Baccalaureate or higher degree),3.0,2.0,1.0,0.11945509,,,,
2245,West Virginia Univ,West Virginia,1997.0,89.0,23.0,12.0,,,,,,,1995,62.0,238032.0,"West Virginia University Foundation, Inc. (Morgantown, WV)",,,,,,,,,,,,,0.6709054126584368,,96884.0,10490.0,3612000.0,,,,,,,4068000.0,,5612000.0,,,,,,,,17876000.0,,4068000.0,5612000.0,,,,,,,,,,,,,,,,,,,,,,,WEST VIRGINIA UNIVERSITY,MORGANTOWN,WV,West Virginia,Public,4 or more years (Baccalaureate or higher degree),3.0,2.0,1.0,0.10827381,,3151.0,1429.0,1722.0
2246,West Virginia Univ,West Virginia,1998.0,93.0,23.0,11.0,,,,940-1130,,2.8,1996,62.0,238032.0,"West Virginia University Foundation, Inc. (Morgantown, WV)",,,,,,,,,,,,,0.644721618933566,,98534.0,11581.0,5247000.0,,,,,,,6158000.0,,7222000.0,,,,,,,,25967000.0,,6158000.0,7222000.0,,,,,,,,,,,,,,,,,,,,,,,WEST VIRGINIA UNIVERSITY,MORGANTOWN,WV,West Virginia,Public,4 or more years (Baccalaureate or higher degree),3.0,2.0,1.0,0.117533036,,,,
2247,West Virginia University,West Virginia,1999.0,93.0,23.0,11.0,,,,,,2.7,1997,62.0,238032.0,"West Virginia University Foundation, Inc. (Morgantown, WV)",,,,,,,,,,,,,0.6492649681023893,,100948.0,11701.0,8695000.0,,,,,,,5762000.0,,5297000.0,,,,,,,,29178000.0,,5762000.0,5297000.0,,,,,,,,,,,,,,,,,,,,,,,WEST VIRGINIA UNIVERSITY,MORGANTOWN,WV,West Virginia,Public,4 or more years (Baccalaureate or higher degree),3.0,2.0,1.0,0.11591116,,3364.0,1411.0,1953.0
2248,West Virginia University,West Virginia,2000.0,94.0,21.0,11.0,,,,920-1120,,,1998,62.0,238032.0,"West Virginia University Foundation, Inc. (Morgantown, WV)",1548970.0,116053.0,33979.0,183713.0,,126402.0,867777.0,427436.0,3444370.0,0.11699999999999999,,0.111,0.677,,102198.0,12006.0,6903330.0,3598.0,3173590.0,409.0,,4007.0,,8289350.0,19409.0,5288030.0,22805.0,4639370.0,1247010.0,3939670.0,3173590.0,16478800.0,,28088400.0,11518.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.117477834,,,,
2249,West Virginia U.,West Virginia,2001.0,94.0,21.0,12.0,,,,,,2.7,1999,62.0,238032.0,"West Virginia University Foundation, Inc. (Morgantown, WV)",1506250.0,24832.0,36703.0,103588.0,,246770.0,1080560.0,710151.0,3917020.0,0.113,,0.107,0.564,,109155.0,12289.0,7433260.0,4239.0,3406530.0,184.0,,4423.0,,15611900.0,17898.0,3814630.0,12664.0,3633950.0,1465170.0,11835800.0,3406520.0,37519200.0,,52854600.0,13542.0,,,,,,,,,,,,,,,,,,,,,,,,,WEST VIRGINIA UNIVERSITY,MORGANTOWN,WV,West Virginia,Public,4 or more years (Baccalaureate or higher degree),4.0,2.0,1.0,0.11258303,0.0,3540.0,1597.0,1943.0
2250,West Virginia U.,West Virginia,2002.0,94.0,18.0,12.0,,,,,,2.7,2000,62.0,238032.0,"West Virginia University Foundation, Inc. (Morgantown, WV)",3119711.0,34479.0,997573.0,547157.0,50.0,202713.0,1067407.0,356841.0,6701604.0,0.107,,0.10099999999999999,0.606,,111084.0,11846.0,12606355.0,3553.0,3392682.0,226.0,,,,6731292.0,18613.0,4711006.0,29662.0,4326430.0,1486620.0,5426740.0,3392682.0,25082419.0,,38844852.0,23598.0,,,Fall 2000,4257.0,3759.0,3974.0,3590.0,1825.0,1680.0,Fall 2000,1739.0,50.0,1746.0,50.0,460.0,560.0,470.0,570.0,20.0,25.0,19.0,26.0,18.0,24.0,WEST VIRGINIA UNIVERSITY,MORGANTOWN,WV,West Virginia,Public,4 or more years (Baccalaureate or higher degree),4.0,2.0,1.0,0.10664002,,3661.0,1795.0,1866.0
2251,West Virginia U.,West Virginia,2003.0,94.0,19.0,14.0,,,,,,2.7,2001,62.0,238032.0,"West Virginia University Foundation, Inc. (Morgantown, WV)",1239672.0,260389.0,174362.0,299987.0,,995325.0,998767.0,1038720.0,5836015.0,0.106,,0.1,0.614,,111447.0,11806.0,10205855.0,3666.0,3263996.0,1834.0,,,,10350945.0,18897.0,4435242.0,17880.0,4031123.0,1349182.0,7353087.0,3263992.0,35819206.0,,57445061.0,20594.0,,,Fall 2000,4627.0,4159.0,4274.0,3964.0,1870.0,1747.0,Fall 2000,1852.0,51.0,1727.0,48.0,460.0,555.0,470.0,570.0,19.0,25.0,19.0,26.0,18.0,24.0,WEST VIRGINIA UNIVERSITY,MORGANTOWN,WV,West Virginia,Public,4 or more years (Baccalaureate or higher degree),4.0,2.0,1.0,0.10593376,3944.0,3978.0,1869.0,2109.0
2252,West Virginia U.,West Virginia,2004.0,92.0,20.0,12.0,,,,,,2.7,2002,62.0,238032.0,"West Virginia University Foundation, Inc. (Morgantown, WV)",2304609.0,285325.0,151902.0,301763.0,,418064.0,1769772.0,287346.0,5715414.0,0.092,,0.08800000000000001,0.621,0.212,121513.0,11186.0,8310209.0,3222.0,4741638.0,405.0,812684.0,3627.0,5554322.0,11798221.0,23770.0,4573318.0,56012.0,3747909.0,1970312.0,7657883.0,4741634.0,28913326.0,39201012.0,42116528.0,28918.0,,,Fall 2000,4823.0,4324.0,4496.0,4093.0,2092.0,1845.0,Fall 2001,2180.0,50.0,2172.0,49.0,480.0,570.0,480.0,580.0,20.0,25.0,20.0,26.0,18.0,25.0,WEST VIRGINIA UNIVERSITY,MORGANTOWN,WV,West Virginia,Public,4 or more years (Baccalaureate or higher degree),,,,0.09205599,4394.0,4415.0,2089.0,2326.0
2253,West Virginia U.,West Virginia,2005.0,89.0,17.0,9.0,,,,,,2.7,2003,62.0,238032.0,"West Virginia University Foundation, Inc. (Morgantown, WV)",1589270.0,238357.0,35674.0,240802.0,3008.0,556126.0,1693512.0,642106.0,5255790.0,0.077,,0.07400000000000001,0.489,0.196,135091.0,10452.0,9146773.0,3713.0,7630528.0,428.0,3679379.0,4141.0,11309907.0,12441415.0,23535.0,4950552.0,40430.0,3922913.0,1730764.0,8543496.0,7579029.0,32305036.0,46602323.0,48630985.0,9043.0,,,Fall 2000,5091.0,4958.0,4670.0,4611.0,2287.0,2107.0,Fall 2000,2180.0,50.0,2172.0,50.0,480.0,570.0,480.0,580.0,20.0,25.0,20.0,26.0,18.0,25.0,WEST VIRGINIA UNIVERSITY,MORGANTOWN,WV,West Virginia,Public,4 or more years (Baccalaureate or higher degree),,,,0.07737007,4324.0,4359.0,2007.0,2352.0
2254,West Virginia U.,West Virginia,2006.0,92.0,18.0,8.0,,,,,,2.8,2004,62.0,238032.0,"West Virginia University Foundation, Inc. (Morgantown, WV)",1599803.0,33440.0,75352.0,67679.0,14605.0,375860.0,1905096.0,250573.0,4455138.0,0.086,,0.08199999999999999,0.529,0.166,132229.0,11323.0,6864598.0,4306.0,6307325.0,245.0,825138.0,4551.0,7132463.0,17315470.0,26261.0,4856666.0,127384.0,4120256.0,2691160.0,9216971.0,6307321.0,28369775.0,41377580.0,41829998.0,19911.0,,,Fall 2000,5398.0,5125.0,4796.0,4613.0,2294.0,2036.0,Fall 2000,2041.0,48.0,2253.0,52.0,480.0,570.0,500.0,590.0,20.0,25.0,20.0,26.0,18.0,25.0,West Virginia University,Morgantown,WV,West Virginia,Public,4 or more years (Baccalaureate or higher degree),,,,0.08563174,4543.0,4574.0,2319.0,2255.0
2255,West Virginia U.,West Virginia,2007.0,92.0,17.0,8.0,,,,,,2.7,2005,62.0,238032.0,"West Virginia University Foundation, Inc. (Morgantown, WV)",1477550.0,109401.0,114804.0,,25985.0,1921905.0,3158555.0,826821.0,7887587.0,0.081,,0.079,0.389,0.159,146542.0,11868.0,9693957.0,5938.0,11718738.0,51.0,7139952.0,5989.0,18858690.0,15079303.0,23881.0,6111403.0,1328681.0,4325198.0,2951279.0,13772873.0,11789673.0,39128889.0,60933942.0,61141219.0,78738.0,,,Fall 2000,5684.0,5273.0,5189.0,4921.0,2413.0,2126.0,Fall 2000,2318.0,51.0,2200.0,49.0,470.0,560.0,480.0,580.0,20.0,26.0,20.0,26.0,18.0,25.0,West Virginia University,Morgantown,WV,West Virginia,Public,4 or more years (Baccalaureate or higher degree),,,,0.08098702,4776.0,4828.0,2483.0,2345.0
2256,West Virginia U.,West Virginia,2008.0,89.0,18.0,8.0,,,,,,2.6,2006,62.0,238032.0,"West Virginia University Foundation, Inc. (Morgantown, WV)",1426089.0,8070.0,265171.0,49810.0,,323450.0,3897657.0,836324.0,7279831.0,0.08800000000000001,,0.083,0.836,0.154,149950.0,13237.0,13246575.0,6941.0,10123527.0,1162.0,3705688.0,8103.0,13829215.0,46214703.0,26588.0,13294798.0,136860.0,5906468.0,3231387.0,43191515.0,10123527.0,63075367.0,86216687.0,86790670.0,39415.0,,,Fall 2000,6443.0,5604.0,2656.0,2172.0,2635.0,2152.0,Fall 2000,2460.0,52.0,2304.0,48.0,460.0,560.0,480.0,580.0,20.0,26.0,20.0,26.0,18.0,25.0,West Virginia University,Morgantown,WV,West Virginia,Public,4 or more years (Baccalaureate or higher degree),,,,0.088276096,4692.0,4731.0,2471.0,2260.0
2257,,West Virginia,,,,,,,,,,,2007,62.0,238032.0,"West Virginia University Foundation, Inc. (Morgantown, WV)",1557173.0,30598.0,211315.0,26924.0,,1281572.0,4080544.0,,8528542.0,0.11800000000000001,,0.11,0.597,0.273,161131.0,19040.0,16970680.0,,,,,,,19431762.0,29020.0,11109409.0,162157.0,5371857.0,3718443.0,18135407.0,11673489.0,39813363.0,62063207.0,63020744.0,107308.0,,,Fall 2000,7444.0,6187.0,2546.0,2185.0,2519.0,2159.0,Fall 2000,2323.0,50.0,2337.0,50.0,470.0,560.0,490.0,590.0,21.0,26.0,20.0,27.0,19.0,25.0,West Virginia University,Morgantown,WV,West Virginia,Public,4 or more years (Baccalaureate or higher degree),,,,0.118164726,5064.0,5135.0,2770.0,2365.0
2258,,West Virginia,,,,,,,,,,,2008,62.0,238032.0,"West Virginia University Foundation, Inc. (Morgantown, WV)",1209915.0,22767.0,165573.0,34470.0,,209966.0,4158500.0,3245432.0,9227029.0,0.1,,0.096,0.65,0.225,162405.0,16279.0,12821729.0,,,,,,,14874076.0,29654.0,14608320.0,128685.0,6982591.0,3823996.0,12729287.0,11161934.0,41085854.0,57025127.0,57629754.0,131263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.100237064,,,,
